,target,text,stance,stance_confidence,sarcasm,sarcasm_confidence,sentiment,sentiment
305,Digital Transformation,"نشاهد "" تعافي "" جامعة الكويت بعد الموت الأكلينيكي..  •تسكين المناصب الأشرافية الشاغرة بالكفاءات. •التحول الالكتروني في التعليم. •تفعيل قانون الجامعات الحكومية ""المعطل منذ سنوات"" •انجاز الترقيات والتظلمات.  فشكراً أ.د.فايز الظفيري  كفاءة وقرار.  #جامعة_الكويت",Favor,0.7666,No,1.0,Positive,1.0
306,Women empowerment,   قال تمكين المرأه ما قال دعارة المرأه حدد توجهك وين انت رايح !!!,Against,1.0,No,0.7288,Negative,1.0
308,Digital Transformation, سألني دكتور عن علاقة التكنولوجيا بعلم الإجتماع فتغير الجواب إلى وجهة نظر للمستقبل  وكنت أتكلم عن التحول الإلكتروني بإستثناء التعليم أن يستمر على الأقل بتقديم الدورات عن بعد  الدكتور ما رد على كلامي وقال لي قفل المايك 😅 ما ادري بس يمكن سؤاله كان ,Favor,0.5891,No,0.7038,Neutral,0.7316
309,Digital Transformation, مع ولكن افضل ان اكون ضد في الوقت الحالي السبب عدم توفر البنية الاساسية القادرة على التحول للتعلم الالكتروني,Against,0.4539,No,1.0,Negative,0.8452
311,Covid Vaccine, كل اللي اخذو تطعيم كورونا دخلو المرحله الثانيه في تحول الجينات الله يستر المرحله الثالثه يتحولون زومبي😔,Against,0.7472,Yes,0.6943,Negative,0.6128
312,Covid Vaccine,#لا_لربط_السفر_بالتطعيم حطيتوا حجر صحي ورضينا دفعتونا فلوس التحاليل ودفعنا سكنتونا فنادق لتنفيع التجار وسكنا الحين تغصبونا نطعم لقاح غصبن علينا مانقول إلا حسبنا الله والله لايوفق اللي يجبرنا على تطعيم من وباء نسبة الشفاء منه عالية وممكن الواحد يموت منه مو من كورونا. #الكويت,Against,1.0,No,1.0,Negative,0.6509
313,Covid Vaccine,MENTION سؤال: لماذا تطعيم كورونا إجباري في المملكة والكويت للسفر مع إن منظمة الصحة توصي بعدم إجبار أحد؟,Against,0.6177,No,1.0,Neutral,1.0
314,Covid Vaccine,#  انا عندي سؤال لوزارة الصحة  انا متعافي من كورونا الأصلي  ليش اخذ تطعيم فيه فيروس ضعيف ليحميني من مضاعفات الفيروس الأصلي!!!,Against,1.0,No,1.0,Neutral,0.708
315,Women empowerment, ومافي امراة تبربر ع دخل الرجال وفلوسة في زمن تمكين المرأة الا عاجزة وارفلة,Against,1.0,No,0.7129,Negative,1.0
316,Digital Transformation,#التعليم_عن_بعد غداً البداية الفعليه    التحول الالكتروني والرقمي نجح في جميع وزارات مملكتنا الحبيبة وغداً سنشهد نجاح التعليم باذن الله سنقف وكلنا فخر بابداع معلمي ومعلمات الاجيال مع طلابهم في الفصول الافتراضيه وسط متابعة ومشاركة اولياء الامور    غدا سنثبت للعالم اننا نستطيع 💚,Favor,0.7187,No,1.0,Positive,1.0
317,Digital Transformation,  التحول الإلكتروني للخدمات لم يعد مطلب وحسب؛ بل ضرورة ملحّة تحل الكثير والكثير وعلى الجهات الإلتفات الفعلي لها  ولنا في واقعنا اليوم أمثلة قريبة جداً من أزمات وغيرها..أحسنت بو خالد 👍🏻,Favor,1.0,No,1.0,Positive,1.0
319,Digital Transformation,حصول الموظف على التدريب قبل التحول الإلكتروني شعور بالرضا و يساعد على خلق بيئة جاذبة للعمل في المنظمة.  #تدريب_الموظف,Favor,1.0,No,1.0,Positive,0.6146
321,Digital Transformation, تجارب مميزة من الميدان وعمل دؤوب من فريق مركز الدعم الإلكتروني في سبيل تحقيق رؤية وتطلعات الوطن لمواكبة التحول الرقمي فخورين فيكم ومتفائلين بأن القادم أجمل #مبادرات_بوابه_المستقبل,Favor,1.0,No,1.0,Positive,1.0
322,Covid Vaccine,   انا كذلك اخذت جرعه واحدة لقاح اكسفورد قبل اصابتي بشهر ولله الحمد لا يوجد اي اعراض تذكر ولو انني لم اعرف انني مخالط لمصاب لمرت الاصابة بدون معرفتي بها. الاعراض جدا طفيفه . للعلم من نقل لي المرض لم ياخذ تطعيم واعراضه ك,Favor,1.0,No,1.0,Neutral,0.5253
323,Covid Vaccine,أخذنا الجرعه الثانيه من التطعيم ولله الحمد  وصار عندنا الجواز الصحي  #الدمام_الان #تطعيم_كورونا  #الجواز_الصحي  #الجرعة_الثانية ,Favor,1.0,No,1.0,Positive,0.7109
324,Digital Transformation, اعملوا دراسة واعرفوا النسبة الاستيعابية  لكل فرع واعملوا  تزاكر بعدد النسبة عشان مايكون في صفوف  التحول الالكتروني لازم لكن برضو مراعاة الامية التقنية لدى البعض مهمة   الزام جميع الافراد في اقسام الشرطة بدورة تدريبيةفي اساسيات الحاسوب واستخدام ,Favor,0.5893,No,1.0,Neutral,1.0
325,Women empowerment, الاستقلالية الماليه +التشريعات الجديدة بخصوص تمكين المرأة وإعطائها حقوقها بحد زعمهم+طبعا عقول المجتمعات السخيفه بتأثرهم بما يعيشونه المشاهير  الناس يعيشون عيشه ماهي عيشتهم  اللي على قده اصبح ياكل من مطعم بلحاله وفاتورته ٧٠ ريال لانه تأثر بالمشهو,Favor,1.0,No,1.0,Negative,0.7778
326,Digital Transformation, انجاز يسجل للبنك ونقله نوعيه في التحول الإلكتروني مشكورين جميعاً 👍👍👍,Favor,0.7469,No,1.0,Positive,0.724
327,Digital Transformation, لا توجد عقول تتقبل التحول الإلكتروني على أصوله.. أو أن البيئة بشريا وعمليا بطبيعتها لم تكن مؤهلة للتحول إلى العمل عن بعد.,Against,0.6174,No,1.0,Neutral,1.0
328,Women empowerment, هى لسة المرأة محتاجه تمكين !!!!🤔,Against,0.7291,No,0.5673,Negative,0.7945
329,Digital Transformation,في حديث لقناة الإخبارية من مؤتمر #LEAP22 حول التحول التقني الذي تعيشه المملكة وحجم الفرص المحلية التي بدأت تستقطب الكثير من رؤوس الأموال العالمية URL,Favor,1.0,No,1.0,Positive,1.0
331,Digital Transformation,      يا عزيزى هذا السؤال سابق لاوانه عليك بالصبر والدعوه لجيل الثوره بطول العمر حتى يدرك مرحلة التحول الإلكتروني وشكرآ لك على أمانيك الطيبه تجاه الوطن,Favor,0.7567,No,1.0,Neutral,0.7689
332,Digital Transformation," البارحة كنت في جلسة مناقشة عن معوقات #التحول_التقني  سبحان من سخر لنا هذه التقنيات  له الحمد والشكر ""من كان يصدّق قبل 15 عامًا إن 90% من معاملاته الحكومية والتجارية تُقضى وهو في مكانه وبأقل الجهود والتكاليف""  #العولمة سابقًا .. و #الرقمنة ",Favor,1.0,No,1.0,Positive,1.0
333,Covid Vaccine,  قالوا اما تطعيم واما فحص كورونا فأنت مطلوب منك كورونا... والله اعلم,Favor,0.4121,No,0.7474,Neutral,1.0
334,Digital Transformation,ديوان النمساوي يتجه الى التحول الالكتروني بالكامل  وانت جالس في بيتك مخدوم  #التحول_الرقمي,Favor,0.6185,No,1.0,Positive,0.7584
335,Digital Transformation,ديوان المظالم يطلق التحول الالكتروني #ديوان_المظالم  القضايا اصبحت الكترونيه بالكامل والجلسات عن بعد #انجاز,Favor,0.7851,No,1.0,Neutral,1.0
336,Digital Transformation,التوجه نحو #التحول_الرقمي الالكتروني في معظم المعاملات الحكومية والخاصة اعفت المراجع من سوء اخلاق بعض الموظفين وكذلك اعفت الموظف من سوء اخلاق بعض المراجعين. ندعم هذا التوجه وبقوه💯,Favor,1.0,No,1.0,Positive,1.0
337,Digital Transformation,هل صحيح دمج ديوان المظالم مع وزارة العدل ان حصل ذلك نقله كبيره وتوفير هائل جدا في الموظفين والتقنيه والمباني والاعمال خاصه مع التحول الالكتروني #السعودية,Favor,1.0,No,1.0,Positive,0.7645
338,Digital Transformation,معليش محكمة رقمية عدد القضايا فيها قليل ومعين يؤدي بالغرض سابقا والعمل عن بعد اصبح ميسر وبدعم القياده الحديث عن تاخير القضايا وتقييدها في محكمة للرياض ثم الاستئناف ثم العليا حيث المرحلة طويلة جدا جدا رغم وجود التحول الرقمي والتوقيع الالكتروني    وجهة نظر مواطن URL,Favor,0.7673,No,1.0,Negative,0.4328
339,Women empowerment, تمكين المرأة ورسمها كعائل رئيسي ونشر ثقافة المثليين حاسسها خطة لتحديد النسل على المدى البعيد 😂,Against,1.0,Yes,0.5477,Negative,0.8361
340,Digital Transformation,أسماء دول في التحول الرقمي والتطور التقني ربما لا يتوقع أحد أنها ستبرز..تايلند مثال جيد. سباق محموم واتمنى لبلدي ان يكون في طليعة اعضاء ناد التحول الرقمي والتطور التقني الجديد وقيادة ذلك في المنطقة.     URL,Favor,1.0,No,1.0,Negative,0.6635
